Anomaly_Index,Predicted_Source_Code,Predicted_Fault_Description,TopFeature_1,TopFeature_2,TopFeature_3,TopContribution_1,TopContribution_2,TopContribution_3
21414,F3L,Grid Anomaly (Low),Vdc,ia,ic,6.8161945,2.0450227,-0.43465683
21415,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,5.09912,0.2085867,0.20645139
21416,F3M,Grid Anomaly (Med),Vdc,ia,Vpv,5.883769,0.35157135,-0.32723585
21417,F1L,Inverter Fault (Low),ic,ia,ib,3.1955822,1.118125,0.6755164
21418,F4M,PV Array Mismatch (Med),Vdc,ib,ic,5.2632875,-0.39258713,-0.20371807
21419,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,1.8077604,0.82747954,-0.54518104
21420,F6L,MPPT Controller Fault (Low),Vdc,ia,ic,4.1993194,0.40384343,-0.32449338
21421,F7L,Boost Converter Controller Fault (Low),Vdc,Vpv,ia,1.4683639,-0.3839481,0.25657108
21422,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,1.3992912,0.6207825,-0.566997
21423,F3L,Grid Anomaly (Low),Vdc,ic,Vabc,6.4030766,0.9227552,-0.32540148
21424,F4L,PV Array Mismatch (Low),Vdc,ic,ia,3.7636979,0.6547123,0.45715815
21425,F1L,Inverter Fault (Low),ic,ib,Vabc,1.3856548,1.1567286,0.5294058
21426,F1L,Inverter Fault (Low),ic,ib,ia,3.9886415,0.8024156,0.625518
21427,F4M,PV Array Mismatch (Med),Vdc,Vabc,ic,4.0070515,0.52648973,0.25252613
21428,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ic,1.2588608,0.97088313,-0.4751017
21429,F1L,Inverter Fault (Low),Vdc,ic,ia,2.922059,-1.172039,-1.0262163
21430,F7M,Boost Converter Controller Fault (Med),Vdc,Vabc,ib,2.5114772,0.5235594,-0.22960275
21431,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,4.1568356,-0.5310447,-0.45744324
21432,F6M,MPPT Controller Fault (Med),Vdc,Vabc,Vpv,1.6697464,-0.33208367,0.29285914
21433,F2L,Feedback Sensor Fault (Low),ia,Vdc,ib,3.608925,2.5612905,-2.5088043
21434,F4L,PV Array Mismatch (Low),Vabc,ib,Vpv,-0.65234095,0.6355867,0.62463343
21435,F7M,Boost Converter Controller Fault (Med),Vdc,ic,Vabc,3.2447038,-0.5837837,0.3352394
21436,F4L,PV Array Mismatch (Low),Vabc,ib,Vdc,-0.6754686,0.64332587,0.61652243
21437,F1L,Inverter Fault (Low),ic,ia,ib,1.8868047,0.9010461,0.78603244
21438,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,4.257813,0.3179266,-0.118403815
21439,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,5.3826365,0.550933,-0.38447568
21440,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,1.711214,0.59270966,0.2563197
21441,F3M,Grid Anomaly (Med),Vdc,Vabc,Vpv,5.6028304,-0.50922835,-0.24036798
21442,F1L,Inverter Fault (Low),ic,Vabc,ia,2.9662268,-2.5831351,0.9649062
21443,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,1.2774297,0.779139,0.26624742
21444,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,4.530957,0.6569493,-0.18916851
21445,F6L,MPPT Controller Fault (Low),Vdc,ib,ia,3.0947902,0.4607894,-0.19077565
21446,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,3.1988256,0.4195454,-0.40252334
21447,F4M,PV Array Mismatch (Med),Vdc,ic,Vabc,3.9993944,0.3780238,0.1647812
21448,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.242112,1.3793646,0.7214962
21449,F4L,PV Array Mismatch (Low),ib,Vpv,Vabc,0.66251034,0.6103937,-0.58620566
21450,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,4.262313,0.39636335,0.3423783
21451,F6M,MPPT Controller Fault (Med),Vdc,ic,Vabc,4.266254,0.34005964,0.1721466
21452,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,5.42919,1.0171527,0.33512855
21453,F4L,PV Array Mismatch (Low),Vdc,Vpv,ia,4.889509,0.29435906,0.24837929
21454,F3L,Grid Anomaly (Low),Vdc,ia,Vpv,6.5356603,0.80712897,0.37226507
21455,F1L,Inverter Fault (Low),ic,Vdc,ia,2.7824783,-2.4525452,0.6390074
21456,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,5.34319,0.61252075,-0.10999501
21457,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,5.2197614,0.39270797,-0.22411229
21458,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,5.2914023,0.68637556,-0.10147731
21459,F1L,Inverter Fault (Low),Vdc,ic,ia,3.5663857,2.7151408,1.2858146
21460,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,3.3515503,-0.98046374,0.52975893
21461,F6L,MPPT Controller Fault (Low),Vdc,ic,Vpv,1.5688034,0.6583591,0.315531
21462,F4L,PV Array Mismatch (Low),Vdc,Vpv,Vabc,3.9152257,-0.44050157,-0.41157627
21463,F6L,MPPT Controller Fault (Low),Vdc,Vabc,ia,4.168324,0.21717934,-0.07657058
21464,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,4.051215,0.89014727,0.2252457
21465,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,4.115642,-0.5554852,-0.25717387
21466,F4L,PV Array Mismatch (Low),Vabc,ib,Vpv,-0.6521277,0.6352402,0.62455344
21467,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,2.4192154,0.45893866,-0.41399488
21468,F1M,Inverter Fault (Med),Vpv,Vdc,ib,8.523149,1.4038198,0.3485909
21469,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,4.393312,1.1957815,-0.2667824
21470,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.216057,0.75851756,-0.17214403
21471,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,4.23181,-0.35321862,-0.23589723
21472,F1L,Inverter Fault (Low),ic,ia,ib,3.2318082,0.8538066,0.5460037
21473,F4L,PV Array Mismatch (Low),Vdc,ic,ib,4.210666,0.36962193,0.28760567
21474,F7M,Boost Converter Controller Fault (Med),Vdc,ia,Vabc,2.158754,0.8032515,0.6534912
21475,F7M,Boost Converter Controller Fault (Med),Vdc,ia,ic,0.96195143,-0.19292979,0.1534166
21476,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,3.602793,1.0935172,0.6684211
21477,F1L,Inverter Fault (Low),ic,ib,Vdc,3.797218,1.252614,0.96078783
21478,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,5.145324,0.5320072,-0.13424489
21479,F3M,Grid Anomaly (Med),Vdc,ia,Vabc,1.5964941,-1.2320791,0.6440237
21480,F1M,Inverter Fault (Med),Vpv,Vdc,ib,8.431582,1.382045,-0.41828188
21481,F4M,PV Array Mismatch (Med),Vdc,ia,ic,5.338357,0.23355547,0.13970397
21482,F5L,PV Array Mismatch (Low),ic,Vpv,Vdc,4.847743,-3.1028433,-0.51341623
21483,F2M,Feedback Sensor Fault (Med),ib,ic,Vdc,7.1174154,-3.3920555,-2.1486106
21484,F7M,Boost Converter Controller Fault (Med),ic,Vabc,Vdc,1.3261762,0.5525782,-0.4743517
21485,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,5.817488,0.8240484,-0.6904127
21486,F1L,Inverter Fault (Low),ic,ib,ia,3.5950835,1.17887,0.92843026
21487,F3M,Grid Anomaly (Med),Vdc,Vabc,ib,2.0909066,0.62612224,0.55033416
21488,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ib,5.517287,0.2082503,0.16355594
21489,F1L,Inverter Fault (Low),ic,ib,ia,3.723333,1.2827477,1.0810734
21490,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,4.591944,0.7641628,0.19342497
21491,F4M,PV Array Mismatch (Med),Vdc,ib,Vabc,5.6317196,-0.28377253,-0.24201246
21492,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.325011,1.4021811,0.68158656
21493,F4M,PV Array Mismatch (Med),Vdc,Vabc,ia,5.3833423,0.3283668,0.29119143
21494,F7L,Boost Converter Controller Fault (Low),Vdc,ic,ia,5.3539515,0.42619288,0.19817065
21495,F1L,Inverter Fault (Low),ic,Vdc,ib,2.1549659,1.0265266,0.6051149
21496,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,2.3119776,-0.26181284,-0.24200773
21497,F1L,Inverter Fault (Low),ic,Vdc,ib,1.9676758,-1.2284352,1.1473454
21498,F3M,Grid Anomaly (Med),Vdc,ia,Vabc,5.891272,-0.72738665,0.43604884
21499,F3M,Grid Anomaly (Med),Vdc,ia,ic,2.4403138,0.88480604,0.72383004
21500,F1L,Inverter Fault (Low),ic,Vabc,Vdc,1.0422252,-0.35543075,-0.15152335
21501,F6L,MPPT Controller Fault (Low),Vdc,ib,Vabc,3.4927936,0.25901324,-0.23298967
21502,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,3.882463,0.76932406,-0.47485816
21503,F4L,PV Array Mismatch (Low),Vdc,Vpv,Vabc,4.4414115,0.4671348,0.40383434
21504,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ic,1.2432512,0.45386326,-0.26099858
21505,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,4.85892,0.4470903,0.16966088
21506,F1L,Inverter Fault (Low),Vabc,ib,ia,0.6589662,-0.22924483,0.14437053
21507,F4M,PV Array Mismatch (Med),ia,Vdc,ic,1.0857366,0.59675264,0.51769614
21508,F2M,Feedback Sensor Fault (Med),ib,Vdc,ic,5.2368217,1.9980341,-0.8178176
21509,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8783715,-0.812974,0.52622956
21510,F6M,MPPT Controller Fault (Med),Vdc,ib,ic,3.176101,-0.6071838,-0.48609513
21511,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,5.221913,0.43425587,0.21668679
21512,F1L,Inverter Fault (Low),ic,Vdc,ia,2.9413154,-1.7665149,0.7626789
21513,F3L,Grid Anomaly (Low),Vdc,ic,Vabc,6.0464463,0.13346261,0.1281317
21514,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,3.971713,0.5869101,-0.5501507
21515,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,1.2869096,0.5002634,-0.24055994
21516,F4L,PV Array Mismatch (Low),Vdc,ia,ic,4.615688,0.49397066,-0.461543
21517,F4L,PV Array Mismatch (Low),Vdc,ia,Vabc,4.0610156,0.53293633,-0.47165492
21518,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,2.8849342,-0.55384076,-0.3752293
21519,F1L,Inverter Fault (Low),ic,ib,Vpv,4.0140686,0.71059924,-0.54524994
21520,F2L,Feedback Sensor Fault (Low),ia,Vdc,ib,4.15553,2.806615,-2.3673987
21521,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.169355,0.72634816,0.07120659
21522,F4M,PV Array Mismatch (Med),ia,Vdc,ic,1.1138268,0.9904156,0.34276006
21523,F7L,Boost Converter Controller Fault (Low),Vdc,Vpv,ic,1.6389717,-0.22633016,-0.18621375
21524,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,3.7697208,0.94421154,0.40003914
21525,F4L,PV Array Mismatch (Low),ib,Vabc,Vpv,0.67336327,-0.6223366,0.6104737
21526,F7L,Boost Converter Controller Fault (Low),Vdc,ia,Vabc,1.7969744,-0.4585889,0.28034988
21527,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.1250744,0.8771885,-0.1024304
21528,F6L,MPPT Controller Fault (Low),Vdc,Vabc,ib,0.9184606,0.6116524,0.45591313
21529,F2M,Feedback Sensor Fault (Med),Vdc,ib,Vabc,-1.6759868,-0.5363113,0.5202798
21530,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,3.8823874,-0.4861446,0.41266274
21531,F4M,PV Array Mismatch (Med),Vdc,ic,Vpv,5.797656,0.5166877,-0.29638863
21532,F7L,Boost Converter Controller Fault (Low),Vdc,ia,ic,1.3107116,0.20163812,-0.13146654
21533,F7M,Boost Converter Controller Fault (Med),Vdc,ib,Vabc,2.647896,0.32604948,0.1964251
21534,F7L,Boost Converter Controller Fault (Low),Vdc,ia,Vpv,2.1104279,-0.4219318,-0.35148418
21535,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,5.3392954,-0.45770764,0.28290218
21536,F7M,Boost Converter Controller Fault (Med),Vdc,ic,ia,3.9357138,1.249338,-0.21974424
21537,F3L,Grid Anomaly (Low),Vdc,ib,Vpv,5.7237434,-1.5241573,0.4632421
21538,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,3.907819,-0.5918725,0.44334006
21539,F4M,PV Array Mismatch (Med),Vdc,ic,Vpv,5.0514436,0.38932103,0.14962159
21540,F1L,Inverter Fault (Low),ic,Vdc,Vpv,3.0277498,2.6011047,1.017781
21541,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,3.996907,0.42152822,0.21644746
21542,F4L,PV Array Mismatch (Low),Vdc,Vabc,ib,5.9516306,-0.36839107,0.28623736
21543,F4L,PV Array Mismatch (Low),Vdc,ia,ib,3.813772,0.48853132,0.45149997
21544,F2L,Feedback Sensor Fault (Low),ic,Vdc,ia,3.245545,3.096324,-2.4121628
21545,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ia,5.475142,0.26971552,-0.23087353
21546,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8783715,-0.812974,0.52622956
21547,F6M,MPPT Controller Fault (Med),Vdc,ic,Vpv,3.7342696,-0.7144885,-0.18839858
21548,F2M,Feedback Sensor Fault (Med),ib,ic,Vdc,7.2534637,-3.4789498,-2.2131047
21549,F2L,Feedback Sensor Fault (Low),Vdc,ia,ib,3.5424244,3.2987154,2.6163356
21550,F1L,Inverter Fault (Low),ic,ia,ib,2.8715518,0.82327425,0.79450065
21551,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,1.3610092,0.9891556,-0.92031974
21552,F2M,Feedback Sensor Fault (Med),Vdc,ic,ib,4.1139803,1.3853104,-0.50332475
21553,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,1.4118626,0.18800236,0.07610324
21554,F6M,MPPT Controller Fault (Med),Vdc,ic,Vabc,2.9355795,0.9674597,0.43202895
21555,F1L,Inverter Fault (Low),ic,Vabc,ia,1.9073416,0.74827826,0.58893
21556,F4L,PV Array Mismatch (Low),Vdc,ic,ib,3.5363872,-0.68624496,0.36914557
21557,F6L,MPPT Controller Fault (Low),Vdc,ia,ic,1.5823944,0.38895226,0.3035768
21558,F6M,MPPT Controller Fault (Med),Vdc,ic,Vabc,3.9133995,0.58159417,-0.26946473
21559,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,5.4387455,0.52008784,-0.48157388
21560,F1L,Inverter Fault (Low),ic,Vdc,ia,1.873985,-0.81064206,0.55448127
21561,F1L,Inverter Fault (Low),ic,ia,ib,3.5663745,0.79699343,0.794111
21562,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5253779
21563,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,3.8918314,0.5643209,-0.44152796
21564,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
21565,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,5.055385,0.4405665,-0.059008222
21566,F4L,PV Array Mismatch (Low),Vdc,ic,ia,3.7976625,-0.23826875,-0.22173087
21567,F3M,Grid Anomaly (Med),Vdc,ia,Vpv,1.8035864,0.40772536,0.337382
21568,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ia,2.8282833,0.57061505,0.26455817
21569,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,1.7181677,0.87396675,-0.28367472
21570,F3M,Grid Anomaly (Med),Vdc,ic,ib,6.6083875,0.32516977,-0.19456702
21571,F2M,Feedback Sensor Fault (Med),ib,ic,Vdc,7.4589787,-3.5017982,-0.45425007
21572,F7L,Boost Converter Controller Fault (Low),Vdc,ia,Vpv,2.8193238,0.5268385,0.4078215
21573,F4L,PV Array Mismatch (Low),Vdc,ia,Vabc,4.5642447,0.49149624,0.35656598
21574,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,3.9101675,0.68715805,0.23162144
21575,F7M,Boost Converter Controller Fault (Med),Vdc,ia,Vabc,3.6834545,0.7319036,0.51232934
21576,F6M,MPPT Controller Fault (Med),Vdc,ic,ib,4.8591285,0.23438114,0.217821
21577,F4M,PV Array Mismatch (Med),Vdc,ia,Vabc,5.702227,0.44173315,0.39216125
21578,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,4.283406,0.44067368,-0.23896247
21579,F6M,MPPT Controller Fault (Med),Vdc,ic,Vpv,4.2877684,0.70639116,0.41207895
21580,F6L,MPPT Controller Fault (Low),Vdc,Vabc,ia,1.8749607,0.27394632,-0.22244433
21581,F1L,Inverter Fault (Low),Vdc,ib,ic,4.189231,2.1990707,-0.60700285
21582,F1L,Inverter Fault (Low),ic,ia,Vabc,2.7921643,1.0652992,0.49700308
21583,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,3.5322769,-0.60416293,-0.2655674
21584,F1L,Inverter Fault (Low),Vdc,ia,ic,3.803825,0.5062577,-0.17530023
21585,F3L,Grid Anomaly (Low),Vdc,ia,Vpv,5.334488,1.9320215,-0.6849287
21586,F4M,PV Array Mismatch (Med),Vdc,ic,ia,5.0365005,0.52225953,-0.51694137
21587,F3M,Grid Anomaly (Med),Vdc,ia,Vabc,6.405838,-0.9653377,0.47233683
21588,F4M,PV Array Mismatch (Med),Vdc,ic,ib,5.092866,-0.19506729,0.13719937
21589,F1L,Inverter Fault (Low),ic,ia,ib,3.5297563,0.79839665,0.48890117
21590,F2M,Feedback Sensor Fault (Med),ib,ic,Vdc,7.241071,-3.504817,-2.2286725
21591,F3M,Grid Anomaly (Med),Vdc,ia,Vpv,5.9007163,0.36407527,-0.3262118
21592,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,3.6668394,-0.9118054,0.70315135
21593,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8783715,-0.812974,0.52622956
21594,F4L,PV Array Mismatch (Low),Vdc,ic,Vpv,5.4138827,-0.5378575,0.39497593
21595,F4M,PV Array Mismatch (Med),Vdc,Vabc,ib,0.8017837,0.49009576,-0.4264458
21596,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,4.797247,-0.3939398,-0.34895405
21597,F7L,Boost Converter Controller Fault (Low),Vdc,ia,ic,2.507095,0.20547274,0.1854259
21598,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,4.4774246,0.5716727,0.39214355
21599,F4L,PV Array Mismatch (Low),Vdc,ib,ic,0.6644612,0.63057286,0.35529056
21600,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,3.9011602,0.48498243,-0.4669407
21601,F3L,Grid Anomaly (Low),Vdc,ib,ia,5.991308,0.17303067,-0.08635796
21602,F7M,Boost Converter Controller Fault (Med),Vdc,ib,ia,1.7891953,0.7611802,-0.34077314
21603,F1L,Inverter Fault (Low),Vdc,ia,Vabc,2.4531229,-2.1507604,-1.7391894
21604,F4L,PV Array Mismatch (Low),Vdc,ib,Vpv,4.0239735,-0.41114682,0.2965827
21605,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,4.164566,0.30104926,-0.16594368
21606,F4L,PV Array Mismatch (Low),Vdc,ia,ib,0.9591191,0.7625614,0.6335814
21607,F4M,PV Array Mismatch (Med),Vdc,ia,ib,5.6866064,0.16406606,0.1566836
21608,F4M,PV Array Mismatch (Med),Vdc,ia,Vabc,2.0184557,-0.7683334,0.63068706
21609,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,3.9437835,0.5083373,-0.16575481
21610,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,4.1973014,0.6207731,0.21730392
21611,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,3.2267244,-0.99651146,0.5118995
21612,F5M,PV Array Mismatch (Med),Vpv,Vdc,ia,7.0659223,2.374748,1.1763655
21613,F3M,Grid Anomaly (Med),Vdc,ic,ia,6.1432114,-0.9790801,0.4458965
21614,F4L,PV Array Mismatch (Low),ib,Vpv,Vdc,0.6554632,0.6320668,0.5687757
21615,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,3.6019151,0.41591012,-0.22105168
21616,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.143416,-0.40936065,-0.3878717
21617,F1L,Inverter Fault (Low),ic,Vdc,ib,4.246821,-1.8986298,0.4304292
21618,F1L,Inverter Fault (Low),Vdc,ic,ib,-2.788957,1.9308981,0.39602223
21619,F4L,PV Array Mismatch (Low),Vdc,Vabc,Vpv,4.1247272,0.28160548,0.24228813
21620,F6M,MPPT Controller Fault (Med),Vdc,ib,Vabc,4.235382,-0.8896018,0.30078757
21621,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.534856,1.3012117,0.46548057
21622,F2M,Feedback Sensor Fault (Med),Vdc,ic,ia,3.528706,1.1313411,-0.38081807
21623,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,-1.8948956,1.5831248,-0.29414085
21624,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.582247,0.960522,0.696823
21625,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,1.916588,1.3746854,-0.16490664
21626,F4L,PV Array Mismatch (Low),Vdc,ic,Vabc,5.727589,-0.63498163,0.3320185
21627,F3L,Grid Anomaly (Low),Vdc,Vpv,ia,6.850663,0.41685835,-0.36910057
21628,F4M,PV Array Mismatch (Med),Vdc,ic,ia,3.7988656,-0.9019886,0.26027516
21629,F2L,Feedback Sensor Fault (Low),Vdc,ib,ic,3.4720268,2.7590592,0.77379644
21630,F7M,Boost Converter Controller Fault (Med),Vdc,ic,ia,4.047698,0.89960665,-0.4535237
21631,F6M,MPPT Controller Fault (Med),Vdc,ib,ia,5.2281756,-0.29894727,0.2897914
21632,F7L,Boost Converter Controller Fault (Low),Vdc,Vpv,ia,1.8922771,-0.13217913,-0.12685905
21633,F3L,Grid Anomaly (Low),Vdc,ib,Vpv,6.9084845,0.9623538,0.4866625
21634,F4L,PV Array Mismatch (Low),Vdc,ic,Vpv,5.9661164,-0.6426586,-0.61775255
21635,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,1.461432,0.61263096,-0.6016349
21636,F6L,MPPT Controller Fault (Low),Vdc,ic,Vpv,1.510507,-0.7452565,0.33742765
21637,F3M,Grid Anomaly (Med),Vdc,Vabc,ic,6.023687,1.0701121,0.20648089
21638,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,4.8042903,0.17566791,0.122058645
21639,F2L,Feedback Sensor Fault (Low),Vdc,ib,ic,3.3953521,3.3744147,-1.9500192
21640,F4L,PV Array Mismatch (Low),Vdc,Vpv,ic,4.0842514,-0.58181775,0.57956904
21641,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.544123,1.3819013,0.7099653
21642,F6L,MPPT Controller Fault (Low),Vdc,Vabc,ic,2.4467409,-0.47153437,0.26080427
21643,F3L,Grid Anomaly (Low),Vdc,ib,ic,6.756214,0.9863064,-0.38959932
21644,F1L,Inverter Fault (Low),Vdc,ic,ia,2.1221037,1.4238143,0.46914154
21645,F2M,Feedback Sensor Fault (Med),ib,Vdc,ic,5.5448375,2.033121,-0.73705333
21646,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8492501,-0.805955,0.52535635
21647,F7M,Boost Converter Controller Fault (Med),Vdc,ia,ib,3.7641835,0.5567467,-0.25344563
21648,F4L,PV Array Mismatch (Low),Vabc,Vdc,ib,0.89769185,0.65570146,0.6237082
21649,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,5.0496883,0.52161354,0.35181507
21650,F1L,Inverter Fault (Low),Vdc,Vabc,ic,3.809511,0.58821785,0.43489337
21651,F1L,Inverter Fault (Low),ic,Vdc,ib,3.6655366,3.5693843,0.8840218
21652,F1L,Inverter Fault (Low),Vdc,ic,Vabc,4.0275574,0.7264376,0.39832023
21653,F1L,Inverter Fault (Low),ic,ia,Vdc,1.9427111,1.1518233,0.49725363
21654,F5M,PV Array Mismatch (Med),Vpv,Vdc,ia,7.070488,2.4563298,1.1551
21655,F3L,Grid Anomaly (Low),Vdc,ia,Vpv,2.5034666,0.9446795,0.41845077
21656,F4L,PV Array Mismatch (Low),Vdc,ia,ib,4.2643585,0.3047324,-0.29685417
21657,F4L,PV Array Mismatch (Low),Vdc,ib,ia,0.52636886,0.38537243,0.36609936
21658,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,4.287788,-0.6184719,0.32815132
21659,F1M,Inverter Fault (Med),Vpv,Vdc,ia,8.512765,1.3476734,0.39967027
21660,F4M,PV Array Mismatch (Med),Vdc,ic,Vpv,3.8575792,0.4349405,0.08809361
21661,F4L,PV Array Mismatch (Low),Vdc,ia,Vpv,3.8231995,0.45757976,-0.23397486
21662,F7M,Boost Converter Controller Fault (Med),Vdc,ia,Vabc,3.8812795,0.64276505,0.6358024
21663,F4L,PV Array Mismatch (Low),Vdc,ia,Vabc,4.0798883,-1.4667159,0.329471
21664,F4L,PV Array Mismatch (Low),Vdc,Vpv,ia,5.467019,0.3467635,0.3115879
21665,F1L,Inverter Fault (Low),ic,ia,Vdc,3.19666,1.3143855,1.0911311
21666,F4L,PV Array Mismatch (Low),Vdc,Vpv,ic,3.9777691,-0.5202051,0.2365485
21667,F7L,Boost Converter Controller Fault (Low),Vdc,ia,Vpv,2.2887037,-0.33233008,-0.09133142
21668,F4L,PV Array Mismatch (Low),Vdc,Vabc,ib,4.901887,0.3344318,-0.28759292
21669,F6L,MPPT Controller Fault (Low),Vdc,ib,Vabc,1.357217,-0.8504887,-0.34282705
21670,F3M,Grid Anomaly (Med),Vdc,ic,ia,6.6703405,-0.8093095,0.5180098
21671,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,3.826978,-0.9457652,-0.31741214
21672,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,3.9035716,-0.63952184,-0.2833109
21673,F2M,Feedback Sensor Fault (Med),Vdc,ic,ia,3.2118862,1.2899488,-0.55959606
21674,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,4.424101,0.79166293,-0.36746386
21675,F7M,Boost Converter Controller Fault (Med),Vdc,ic,ib,3.8980727,-0.3409095,0.3020088
21676,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,4.156885,0.30884126,-0.18616845
21677,F4M,PV Array Mismatch (Med),Vdc,ic,ia,1.1822665,0.4560201,0.18657073
21678,F4M,PV Array Mismatch (Med),Vdc,Vabc,ib,1.2112569,0.84497494,0.52001846
21679,F1L,Inverter Fault (Low),Vdc,ic,ia,3.952313,2.2468097,1.0467592
21680,F2M,Feedback Sensor Fault (Med),ib,Vdc,ic,4.8355684,2.6091454,-0.8383305
21681,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
21682,F4L,PV Array Mismatch (Low),Vdc,Vpv,ia,3.8500612,-0.4251603,0.32124048
21683,F6L,MPPT Controller Fault (Low),Vdc,Vabc,ib,4.0035467,-0.6315022,-0.5542708
21684,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,1.5286855,-0.18967259,0.17565638
21685,F4M,PV Array Mismatch (Med),Vdc,ic,ia,1.2976716,0.39452276,0.25033796
21686,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,4.7689886,0.33438691,0.110045694
21687,F7M,Boost Converter Controller Fault (Med),Vdc,ia,ic,3.5617802,0.6766202,0.16661394
21688,F4L,PV Array Mismatch (Low),Vdc,ib,ia,0.49570158,0.4711223,0.44113338
